crop_yield,fertilizer,irrigation,sunlight,soil_nutrients
94.08917824751519,B,Drip,12.100169371254289,5.553446791077629
80.26565789346458,B,Drip,7.01793766788693,4.6769292385374595
72.67303020962841,B,Drip,3.381662248718375,5.097939550287973
88.24400883932113,B,Drip,10.011477048924514,4.948899119392304
85.24148103306193,B,Drip,6.581598474835214,8.192677848524273
76.9232305757022,B,Drip,6.623982767065284,3.8879958555907574
81.30275921379307,B,Spray,10.051142739393399,3.3560055993880042
81.09578816133732,B,Spray,7.430453985897982,5.056682598756618
77.4426771655689,B,Spray,5.558564575490928,5.4657211241647055
85.72720658378257,B,Spray,8.3626069594983,5.654785218365275
79.29224915625709,B,Spray,7.722217275121911,4.312452000933342
73.90890313145775,B,Spray,8.011528371799773,3.4050107990432137
91.08372722758122,B,Spray,8.77056080225266,6.894777764134235
79.34532623194632,B,Spray,7.258679936415181,4.475524418069668
80.79577161009755,B,Spray,9.288753097037667,3.701730706019939
80.07059815276467,B,Spray,7.559026876362498,4.645580646588355
83.03969558574693,B,Spray,8.663563927831394,4.704236158477172
92.92087530658013,B,Spray,10.193678026298695,6.664880434570461
87.83891760101137,B,Spray,8.870362981667606,5.127105938295795
83.32548334780728,B,Spray,7.348136828937546,6.131080677776782
85.83335478274961,B,Spray,10.297615236902187,4.251061974241609
90.26929091906598,B,Spray,9.987007711924239,5.321667964372402
85.38926024258542,B,Spray,9.09679391901614,4.512971132763748
85.90981077309898,B,Spray,8.477463470222883,5.141875292260357
73.67639850678509,B,Spray,6.744187847921257,3.6569549630336873
86.90962080325983,B,Spray,10.721304897060016,3.033797700008042
88.11956403749058,B,Spray,6.799480825705746,7.99582007712195
99.37355836102249,B,Spray,12.374665986033154,5.9010632355086265
81.33052663155227,B,Spray,11.065221252370378,3.123092957562584
78.1132187521442,B,Spray,7.528599281799046,4.083251124979369
74.03306425971664,B,Spray,5.947158199386438,3.2217798731040346
